film_title,film_year,production_country,director,release_month,release_year,release_location,production_company,cast,imdb_id
Romance,1930,USA,nm0113284,August,1930,USA,Metro-Goldwyn-Mayer (MGM),"nm0001256, nm0832011, nm0330200, nm0637790, nm0482142, nm0087404, nm0035455, nm0173920, nm0209740, nm0096475, nm0195460, nm0363545, nm0533006, nm0542870, nm0781232, nm0821054",tt0021310
L'ultimo lord,1926,Italy,nm0312866,September,1926,Finland,Cinès-Pittaluga,"nm0082101, nm0094529, nm0406390, nm0448656, nm0853724, nm0855870",tt0214229
La leggenda di Pierrette,1916,Italy,nm0952610,October,1916,Italy,Società Anonima Ambrosio,"nm0538729, nm0187642, nm0215956",tt0182272
La Biondina,1923,Italy,nm0657535,December,1923,Italy,Rinascimento Film,"nm0579618, nm0667546, nm0208352",tt0963275
Il più forte amore,1919,Italy,,November,1919,Italy,Celio Film,"nm0161750, nm0208352, nm0215956, nm0277765, nm0762531, nm0762718, nm1100228",tt0929462
Der Schuß im Pavillon,1925,Germany,nm0643138,September,1925,Germany,Münchner Lichtspielkunst AG (Emelka),"nm0624601, nm0772162, nm0538729, nm0074243, nm0353042, nm0377524, nm0462791, nm0553808, nm1991823",tt0471906
La barca nuziale,1913,Italy,,,1913,Italy,Società Italiana Cines,"nm0637019, nm0579618, nm0070962, nm0785802",tt0963273
Sulla via dell'oro,1913,Italy,,July,1913,Italy,Società Italiana Cines,"nm0637019, nm0381428, nm0526921, nm0321346",tt1018791
La bocca chiusa,1925,Italy,nm0957995,August,1926,Portugal,S.A.I.C.,"nm0414294, nm0448656, nm0070959, nm0094529, nm0688230, nm1300903, nm1146178",tt0462205
Tormento,1917,Italy,nm0546917,September,1917,Italy,Società Anonima Ambrosio,"nm0546917, nm0538729",tt1309653
Kiedy kobieta zdradza meza,1924,Poland,"nm0653250, nm0866299",December,1924,Poland,Warszawskie Biuro Kinematograficzne Feniks,"nm0917537, nm2485745, nm0466776, nm0538729, nm0595356, nm2427580, nm0785762",tt0924236
L'olocausto,1918,Italy,nm0952610,March,1918,Italy,Itala Film,"nm2493323, nm0579618, nm0603386, nm0744105",tt0963320
Tramonto,1913,Italy,nm0624511,November,1913,France,Celio Film,"nm0070959, nm0078116, nm1291238, nm0172822, nm0208352, nm1268180, nm0302942, nm0315780, nm1295384",tt0211054
Le educande di Saint-Cyr,1939,Italy,nm0726729,December,1939,Italy,Mediterranea Film,"nm0889246, nm0413064, nm0195208, nm0825923, nm0137213, nm0414294, nm0102679, nm0848546, nm0301378, nm0182292, nm0244599, nm0545528, nm0302958, nm0215345, nm0188133, nm0011732, nm0784988, nm0194923, nm0210321, nm0261180, nm1504785, nm0313068, nm1499889, nm0667612, nm1981473, nm1542950",tt0031262
Idillio tragico,1912,Italy,nm0624511,,,,,"nm0078116, nm0172822, nm0208352, nm0302942, nm0315780",tt0178617
La vergine folle,1920,Italy,nm0726729,August,1920,Italy,Tiber-film,"nm0144302, nm0172822, nm0352120, nm0414294, nm1302718, nm1316056",tt0215331
Fugge la gloria,1920,Italy,nm0743102,March,1920,Italy,Gladiator Film,"nm0208566, nm0264693, nm0538729, nm0743102",tt0965625
I figli di nessuno,1921,Italy,nm0215516,January,1921,Italy,Lombardo Film,"nm0350524, nm0215518, nm0746296, nm0626131, nm0487727, nm0526921, nm1917503, nm1424237, nm1253992, nm1426313",tt0173830
La rivincita,1914,Italy,nm0856426,June,1914,Italy,Itala Film,"nm0021935, nm0142821, nm0544490, nm1301765, nm0856422",tt0965526
Anima selvaggia,1920,Italy,,,,,Bertini Film,"nm0078116, nm0078261, nm1291771, nm0518359, nm0526266, nm0688230",tt0254095
Amleto,1917,Italy,nm0734958,November,1917,Italy,"Rodolfifilm, Società Italiana Cines","nm0749431, nm0538729, nm0109266, nm0693529, nm0679170, nm0551611",tt0008040
La vida y la muerte,1916,Spain,nm0143333,,,,,"nm0032106, nm0143332, nm0264693, nm0350524, nm0743102",tt0007519
Senza colpa!,1915,Italy,nm0303120,January,1915,Italy,Società Italiana Cines,"nm1216023, nm1271564, nm0303122, nm0557831, nm1302030",tt0203108
Per salvare il porcellino,1923,Italy,nm2669873,June,1923,Italy,Selecta-Toddi,"nm0414293, nm0682595",tt1041819
Il riscatto,1924,Italy,nm0957995,November,1924,Italy,Direttori Associati,"nm0094529, nm0352120, nm0448656, nm0526266, nm0553335, nm0769330, nm0850499",tt0200033
Anime nemiche,1917,Italy,,January,1917,Italy,Alba Film,"nm0414294, nm2509519",tt0938525
Il marito in campagna,1920,Italy,nm0021933,March,1920,Italy,Rodolfifilm,"nm1027834, nm0109263, nm0109266, nm0231876, nm2718631, nm0785378, nm0899597",tt1067205
Il marito in campagna,1912,Italy,,,1912,Italy,Milano Film,"nm0109266, nm0610618",tt1080955
"La donna, il diavolo, il tempo",1921,Italy,nm0070374,,,,,nm0078116,tt0168698
Eugenia Grandet,1918,Italy,nm0730743,,,,,nm0078116,tt0171294
La maschera dell'onestà,1914,Italy,nm0624511,March,1914,Italy,Milano Film,"nm0381428, nm0667546, nm0757369, nm1298942",tt1063630
Vivere!,1936,Italy,nm0109264,December,1936,Italy,"Appia Cinematografica, Società Anonima Films Attualità (SAFA)","nm0771908, nm0095950, nm0078728, nm0585936, nm0095979, nm0055364, nm0109266, nm0682595, nm0267249, nm0313123, nm0110299, nm1548750, nm0546491, nm0957535, nm0699736, nm0813059, nm0188133, nm0195830, nm0539011, nm0102679, nm0243913, nm0667611, nm0678689, nm0012407, nm0721557, nm0162490",tt0029736
Der geheimnisvolle Spiegel,1928,"Germany, Italy","nm0389155, nm0856250",March,1928,Germany,,"nm0540774, nm0003248, nm0209740, nm0135493, nm0903235, nm0016208, nm1300818, nm1300274, nm0340400",tt0019198
Patria!,1915,Italy,,March,1915,Italy,Itala Film,"nm0021935, nm0231878",tt0270566
La bufera,1913,Italy,nm0624511,,,,Celio Film,"nm0078116, nm0172822, nm1029576, nm0315780, nm1268180",tt0158527
Il fantasma dei laghi,1921,Italy,nm2493690,February,1921,Italy,Itala Film,"nm2493690, nm2499326, nm0762718, nm0869145",tt0928037
Mein Leben für das Deine,1928,"Germany, Italy",nm0525414,August,1928,Finland,F.P.S.-Film GmbH,"nm0078116, nm0911914, nm0890993, nm0145318, nm0466776, nm0274034, nm0314028",tt0189843
"Garibaldi, l'eroe dei due mondi",1926,Italy,,,,,,nm0209740,tt0175646
Judith,1923,Netherlands,nm0294276,June,1923,Germany,"Theo Frenkel Film Cie., Turma Film","nm0458635, nm0510761, nm0538729, nm0543029, nm0547998, nm0576791, nm0666813, nm0739694, nm0754084, nm0758162",tt0014170
Marco Visconti,1911,Italy,nm0266080,,1911,Italy,Film d'Arte Italiana,"nm0078116, nm0211424, nm0518359",tt1065460
Esclave,1922,France,"nm0597597, nm0659751",December,1922,France,Pathé Consortium Cinéma,"nm0350524, nm0000964, nm0310262, nm0622036",tt0145768
Cagliostro - Liebe und Leben eines großen Abenteurers,1929,"Germany, France, Sweden",nm0652650,April,1929,Germany,"Films Albatros, Richard Oswald-Film GmbH, Wengeroff","nm0836765, nm0405743, nm0002154, nm0468288, nm0209740, nm0241348, nm0576233, nm0885965, nm0080572, nm0610329, nm0219013, nm0864403, nm0232833, nm0527696, nm0134564, nm0439452, nm0257262, nm0727333, nm0584745, nm0206622",tt0018739
La storia di una piccola Parigina,1928,"France, Italy, Germany",nm0312866,December,1928,France,"Nero-Film AG, Société des Cinéromans","nm0094529, nm0730109, nm0885030, nm0058620, nm0160711, nm0432721, nm0830135, nm0082101, nm1260966, nm0201452, nm0626520, nm0688480, nm0274034, nm0884665",tt0209362
On Temptation's Trail,1914,Italy,,July,1914,USA,Celio Film,"nm0078116, nm0172822, nm0315780",tt1228940
Il giardino incantato,1918,Italy,nm0673035,December,1918,Italy,Rinascimento Film,"nm0579618, nm0785802, nm1272714, nm0769330, nm0771160, nm1324232",tt0347065
Povera Leda...,1914,Italy,nm0303120,July,1914,Italy,Società Italiana Cines,"nm0224058, nm0350524",tt0192465
Anime buie,1916,Italy,nm0315780,May,1916,Italy,Tiber-film,"nm0381428, nm0759762, nm0315780, nm1133318",tt0310646
Il focolare spento,1925,Italy,nm0312866,March,1925,Italy,Genina Film,"nm0109469, nm1298749, nm0448656, nm0094529, nm0853724, nm0209740, nm0340553, nm1146178, nm1298244",tt0173855
Lulu,1914,Italy,nm0312866,June,1914,Italy,Monopol-Film,"nm0749431, nm1302718, nm0579618",tt0183439
La signora senza pace,1919,Italy,nm0624511,May,1919,Italy,Film d'Arte Italiana,"nm0138479, nm0312909, nm1722531, nm0381428",tt1063654
La leggenda del Piave,1924,Italy,nm2499093,March,1924,Italy,Produzione Film Giuseppe Amato,"nm0137706, nm2667777, nm0414293, nm0872195",tt1041775
Consuelita,1925,Italy,nm0730743,August,1925,Italy,Caesar Film,"nm0078116, nm0137706, nm0144302, nm1292464",tt0166542
Medusa velata,1916,Italy,nm0211634,,1916,Italy,Gladiator Film,"nm0109266, nm0142821, nm0312553, nm0544331, nm0658055, nm0679170, nm0867930",tt1080956
Silenzio eroico,1913,Italy,,,1913,Italy,Savoia Film,"nm2557773, nm0414294, nm0537818",tt1041846
La maschera e il volto,1919,Italy,nm0312866,June,1919,Italy,Itala Film,"nm0021935, nm1301557, nm0682530, nm1301951, nm0744105",tt0185463
Rose e spine,1914,Italy,nm1004886,May,1914,Italy,Celio Film,"nm0078116, nm0137706, nm0302942, nm0350524",tt0200070
La leggenda di Santa Barbara,1918,Italy,,,,,Società Italiana Cines,nm0096330,tt0182274
Federica d'Illiria,1919,Italy,nm0734958,November,1919,Italy,Rodolfifilm,"nm0021929, nm0093785, nm0109263, nm0109266, nm2628569, nm2632304, nm2501731, nm0683647, nm0785378, nm0899597",tt1013572
La porta chiusa,1913,Italy,nm0624511,November,1913,Italy,Società Italiana Cines,"nm0381428, nm0526921, nm0626131, nm0579618",tt0963326
"La fanciulla, il poeta e la laguna",1922,Italy,nm0303120,June,1922,Italy,Cinegrafie D'Eccezione,"nm2683588, nm2531602, nm0303122, nm0626131, nm0663286, nm0759474, nm1218250",tt1047615
L'idiota,1959,Italy,,,1959,,RAI Radiotelevisione Italiana,"nm0016617, nm0865493, nm0002231, nm0345423, nm0599341, nm0698330, nm0901683, nm0557806, nm0764369, nm0315986, nm0682524, nm1068638, nm0147870, nm0385951, nm0136437, nm1007047, nm0264431, nm1183352, nm1044819, nm0659852, nm2246081, nm0207961, nm6685433, nm6685434, nm6126975, nm6685435, nm0604304, nm3287138, nm6685436, nm6685498, nm0652373, nm0961535, nm0300767, nm0070958, nm0136823, nm1167165, nm1138837, nm0109266, nm0182292",tt1062992
Quando si ama,1917,Italy,nm0209738,February,1917,Italy,Cosmopoli Film,"nm0350524, nm0682530, nm1272920",tt1045188
Fior di male,1915,Italy,nm0303120,March,1915,Italy,Società Italiana Cines,"nm0056080, nm0096330, nm0579618, nm1294238, nm0688230, nm0874482",tt0173845
L'ira,1918,Italy,nm0070374,September,1918,Italy,Caesar Film,"nm0078116, nm0784988, nm0872195, nm0286480, nm0016688",tt0193242
Cainà,1922,Italy,nm0726729,April,1923,Japan,Fert Film,"nm0414294, nm0070959, nm0137706, nm0244599, nm1884765",tt0287952
La veggente,1920,Italy,nm0439188,August,1920,Italy,"Diana Karenne, Tespi Film","nm0131042, nm0439188",tt0904017
La vigilia di Natale,1913,Italy,nm0624511,December,1913,Italy,Celio Film,"nm0078116, nm0172822, nm0800562",tt0216362
Kochanka Szamoty,1927,Poland,nm0873152,March,1927,Poland,Kolos,"nm0538729, nm0843313, nm0973468, nm0355185, nm0719874",tt0151235
Tempesta d'anime,1916,Italy,nm0734958,,1916,Italy,Jupiter Film,"nm0538729, nm0693529",tt0965687
Domani è un altro giorno,1951,Italy,nm0595804,January,1951,Italy,Excelsa Film,"nm0000765, nm0798570, nm0274671, nm0330752, nm0289450, nm0687958, nm0812765, nm0728376, nm0848445, nm0728960, nm0209740, nm0233614, nm0302815, nm0867923, nm0061402, nm0157951, nm0063600, nm0082414, nm0148451, nm3675487, nm0633134, nm1597338, nm3676066, nm1632852, nm3669221, nm0872820",tt0043470
Lagrime e sorrisi,1912,Italy,nm0624511,December,1912,Spain,Celio Film,"nm0078116, nm0172822, nm0208352, nm0302942, nm0315780",tt0181642
Das Spiel mit dem Feuer,1921,Germany,"nm0472046, nm0927468",May,1921,Germany,Decla-Bioscop AG,"nm0083747, nm1909526, nm0249703, nm0368117, nm0382357, nm0432721, nm0439188, nm0472174, nm0686783, nm0750294, nm1912838, nm1273248, nm0904130",tt0012720
Rubacuori,1931,Italy,nm0109264,March,1932,USA,Società Italiana Cines,"nm0266031, nm0490404, nm0232371, nm0452209, nm0215823, nm0187642, nm0109266, nm0553335, nm0147940, nm0830052, nm0080672, nm0080615, nm1435117, nm0608314, nm0664518, nm1382603",tt0022328
L'attore scomparso,1941,Italy,nm0952737,June,1941,Italy,Imperial Film,"nm0320221, nm0580140, nm0796222, nm0231878, nm0132135, nm0311165, nm0217355, nm0414294, nm0726295, nm0103854, nm0518352, nm0736422, nm0076005, nm0181305, nm0207956, nm0591121, nm0596576, nm1412851, nm0681233, nm0743102",tt0156303
La Gerusalemme liberata,1918,Italy,nm0345500,April,1918,Italy,Guazzoni Film,"nm0070962, nm2923430, nm1291706, nm0201030, nm0208566, nm0304989, nm0312484, nm0314314, nm2923373, nm0599384, nm0637019, nm0727397, nm0762718, nm0822654",tt0193190
The Miser's Millions,1913,Italy,,April,1913,USA,Società Italiana Cines,"nm5272873, nm0414293",tt1155507
La principessa di Bagdad,1918,Italy,nm0624511,January,1918,Italy,Tiber-film,"nm0195221, nm0352120, nm0381428, nm2710145",tt0794150
La vena d'oro,1928,Italy,nm0957995,December,1928,Italy,Autori Direttori Italiani Associati,"nm0051737, nm0070959, nm0162321, nm0227573, nm0439188, nm0539011, nm0769330, nm0825923",tt0215318
La fuggitiva,1912,Italy,nm1193022,,1912,Italy,Savoia Film,"nm0021935, nm1291873, nm0414294, nm0518359, nm0626131",tt0965486
La donna altrui,1913,Italy,nm0624511,December,1913,Italy,Celio Film,"nm0078116, nm0172822, nm0315780",tt1065409
La dama e il mistero,1921,Italy,nm0657535,June,1921,Italy,Rinascimento Film,"nm0070959, nm1883759, nm0538729",tt0965602
Veli di giovinezza,1914,Italy,nm0654581,,1914,Italy,Società Italiana Cines,"nm0579618, nm0749431",tt0963358
Un intrigo a corte,1913,Italy,nm0030748,March,1913,Italy,Società Italiana Cines,"nm0381428, nm0596837, nm0350524, nm1521286, nm0526921",tt1031602
Mater purissima,1916,Italy,,April,1916,Italy,Ora Nostra,"nm0381428, nm0172822",tt1071314
Il buon Samaritano,1919,Italy,nm0734958,June,1919,Italy,Rodolfifilm,"nm0109266, nm2449581, nm2501731, nm0693529, nm0785378",tt1080896
Come l'aquila,1914,Italy,,May,1914,Italy,Itala Film,"nm0021935, nm0610618",tt0965470
Ah! le donne!,1917,Italy,nm0734958,August,1917,Italy,Jupiter Film,"nm0109266, nm0693529, nm0734958",tt1080885
Amore rosso,1921,Italy,nm0726729,June,1921,Italy,Fert Film,"nm0082101, nm0137706, nm0144302, nm1250994, nm0414294, nm0448656, nm0637019, nm0650750",tt0197236
L'eredità di Gabriella,1913,Italy,,,1913,Italy,Savoia Film,"nm0414294, nm1899346, nm0739971, nm2674031, nm1296632, nm2675887",tt1041727
La signora delle camelie,1915,Italy,nm0624511,January,1916,France,Tiber-film,"nm0381428, nm0172822, nm0137706, nm0144302, nm0144313, nm2594564",tt0006041
Andreina,1917,Italy,nm0784988,January,1917,Italy,Caesar Film,"nm0070962, nm0078116, nm0080672, nm1291734, nm0207107, nm0211158, nm3803683, nm0321500, nm0347032, nm1290422, nm0682544",tt0255795
L'apostolo,1916,Italy,nm0952610,August,1916,Italy,Società Anonima Ambrosio,"nm0610618, nm0538729, nm0603386, nm0124744, nm0768865, nm0785378, nm0850499",tt0965578
Non è resurrezione senza morte,1922,Italy,nm0070374,October,1922,Italy,Sangro Film,"nm0161750, nm0211282, nm0277765, nm0345223, nm0762718, nm0769330",tt0268502
La piccola ignota,1923,Italy,nm0957995,,,,,"nm0094529, nm0032106, nm1268134, nm0264710, nm0282186",tt0194239
Il cadavere scomparso,1916,Italy,nm1302092,April,1916,Italy,Savoia Film,"nm0021935, nm0093785, nm1578876, nm2563856, nm0867930, nm2563397",tt0965465
Tempesta sul golfo,1943,Italy,nm0726729,March,1943,Italy,Lux Film,"nm0266031, nm0154804, nm0070955, nm0880210, nm0274102, nm0414294, nm0683647, nm0230485, nm0769380, nm0383819, nm0401555, nm0681441, nm0545067, nm0110299, nm0697763, nm0138601, nm0195003, nm0667613, nm0678689, nm0622799, nm0676131, nm0244596, nm1091085, nm0223884, nm0898964",tt0036417
Altruismo,1912,Italy,,September,1912,Italy,Società Italiana Cines,"nm0381428, nm0526921, nm0557831",tt1026981
Fra uomini e belve (Avventure in India),1913,Italy,nm0030748,,1913,Italy,Società Italiana Cines,"nm0637019, nm0381428, nm0526921, nm0321346, nm2709440, nm2711310",tt1063616
Der Bastard,1925,"Italy, Germany",nm0726729,December,1925,Germany,Phoebus-Film AG,"nm0082101, nm0414294, nm0435229, nm0452209, nm0512724, nm0549476, nm0635615, nm0666749, nm0667419, nm0670271",tt0341062
Pia de' Tolomei,1910,Italy,nm0516263,September,1910,Italy,"Film d'Arte Italiana, Pathé Frères","nm0078116, nm1291904, nm1301183, nm1292460, nm1049615",tt0382227
Das Geheimnis einer Stunde,1925,Germany,nm0643138,,1925,Germany,Münchner Lichtspielkunst AG (Emelka),"nm0624601, nm0538729, nm2053395, nm0626501, nm4859591, nm0472122, nm1261280, nm0553808, nm2555934, nm0462791",tt0965628
Il tesoro dei Louzat,1914,Italy,,,1914,Italy,Itala Film,"nm0702894, nm0544490, nm0021935",tt0943353
La donna nuda,1922,Italy,nm0730743,April,1922,Italy,Caesar Film,"nm0078116, nm0274034, nm0312909, nm1145349, nm0899262",tt0168691
Malombra,1917,Italy,nm0303120,January,1917,Italy,Società Italiana Cines,"nm0096330, nm0637019, nm0557831, nm0161750, nm1216023, nm1302492, nm0144313, nm1268180, nm0277765, nm1269629",tt0008252
Folgore,1918,Italy,nm0211634,July,1918,Italy,Gladiator Film,"nm0231876, nm0538729, nm2308299",tt0965619
Buffalo Bill a Roma,1949,Italy,nm0009588,,,,S.I.L.A.,"nm0890339, nm0033982, nm0823017, nm1168511, nm0046785, nm0721557, nm0209740, nm8063851, nm0591622, nm8063852, nm0867923, nm1023820, nm0224330, nm1168209, nm1169455, nm0276417, nm1169861, nm1162214",tt0041214
I due volti di Nunù,1920,Italy,nm0207107,March,1920,Italy,Tiber-film,"nm2675825, nm0144302, nm0207107, nm0414293, nm0448656, nm2447058",tt1041723
Die blonde Hannele,1924,Germany,nm0782703,November,1924,Germany,Münchner Lichtspielkunst AG (Emelka),"nm1084539, nm0212234, nm0538729, nm0105970, nm0266234, nm0553808, nm0774114",tt0484097
La maschera dell'amore,1916,Italy,nm0407846,March,1916,Italy,Celio Film,"nm0321346, nm0414294, nm0637019, nm0681441",tt1041790
Memoria dell'altro,1914,Italy,nm1291860,October,1914,Finland,Film Artistica Gloria,"nm0096330, nm0094801, nm0744105, nm0702893, nm0676131",tt0185483
Il fuoco (la favilla - la vampa - la cenere),1916,Italy,nm0665163,April,1916,Spain,Itala Film,"nm0579618, nm0546917",tt0173869
Rugiada di sangue,1915,Italy,nm0624511,November,1915,Italy,Tiber-film,"nm0137706, nm0144302, nm0172822, nm0381428",tt1063650
L'ultima avventura,1932,Italy,nm0131460,,,,Società Italiana Cines,"nm0266031, nm0414293, nm0284889, nm0957867, nm0095155, nm0230986, nm1573537, nm0556368, nm0771938, nm1577493, nm0055364, nm1035410, nm1435117, nm0516619, nm0233946, nm0315985, nm0688762, nm0738856",tt0023633
Gli uomini non sono ingrati,1937,Italy,nm0109264,,,,Imperator Film,"nm0148974, nm0688762, nm0021932, nm0895766, nm0155078, nm0055364, nm0414294, nm0830627, nm0187642, nm0895927, nm0045263, nm0672496, nm1129431, nm0676131, nm0195830, nm0553335, nm0678099, nm0199776, nm1817118, nm1508973, nm4750104, nm0721557",tt0029721
L'avarizia,1918,Italy,nm0784988,December,1918,Italy,,"nm0078116, nm0784988, nm0312909, nm1014493, nm0016688",tt0185896
Il falco rosso,1912,Italy,,,1912,Italy,Film d'Arte Italiana,"nm0078116, nm1011921, nm0784988",tt1065420
Caino,1918,Italy,nm0138251,January,1918,Italy,Corona,"nm0162322, nm0538729, nm0538080, nm0244600, nm0210541, nm1271993, nm1272509, nm0850499",tt0310840
Sposa nella morte!,1915,Italy,nm0315780,November,1915,Italy,Tiber-film,"nm1298320, nm0137706, nm0144302, nm0146796, nm0172822, nm0414293, nm0613623, nm1302277",tt0208479
Il Giglio della palude,1912,Italy,nm1193022,October,1912,Italy,Savoia Film,"nm1291873, nm0414294, nm0518359",tt0176755
Il Fauno,1917,Italy,nm0546917,June,1917,Italy,Società Anonima Ambrosio,"nm0546917, nm0603279, nm0538729, nm0187642, nm0082101, nm0890415, nm0682595, nm1266871",tt0336428
La stella del cinema,1931,Italy,nm0021933,June,1931,Italy,Società Italiana Cines,"nm0215823, nm0825923, nm0712319, nm0856480, nm8737887, nm0545528, nm0648851, nm0135635, nm0659284, nm0177815, nm0051737, nm0682595, nm1029576, nm0187464, nm0016290, nm0021933, nm0109264, nm0109266, nm0133153, nm0266031, nm0289772, nm0323022, nm0414294, nm0553335, nm0632426, nm0237868, nm0688762, nm0726729, nm0755351",tt0022431
La cugina,1920,Italy,nm0952610,November,1920,Italy,Itala Film,"nm0021935, nm0626131, nm2562364, nm0544490, nm0591622",tt0965471
Maciste all'inferno,1925,Italy,nm0109264,March,1926,Italy,"Fert Studios, Societa Anonima Stefano Pittaluga, Itala Film","nm0656034, nm0345436, nm1249035, nm0757369, nm0762718, nm0953131, nm9216151, nm0785378, nm0024847, nm0583947, nm0591622",tt0017096
Cuore d'acciaio,1912,Italy,,December,1912,Italy,Società Italiana Cines,"nm0381428, nm0172822, nm0526921, nm0137706, nm0557831, nm0682204",tt1027017
Il fiacre n. 13,1917,Italy,"nm0135421, nm0952610",February,1917,Italy,Società Anonima Ambrosio,"nm0135421, nm0538729, nm0603065, nm0624446, nm0063129, nm0187642, nm1148789, nm0439188, nm0768865",tt0173822
Sul limite della folia,1916,Italy,nm0865998,July,1916,Italy,Latina Ars,"nm0021935, nm0312553, nm0518359, nm1533331",tt0965534
La storia di una capinera,1943,Italy,nm0726729,,,,Titanus,"nm0078055, nm0329746, nm0520553, nm0274102, nm0490404, nm0414294, nm0683647, nm0267249, nm0812765, nm0823100, nm0011575, nm0068943, nm0162490, nm0215345, nm0330926, nm1015231, nm0663247, nm0670971, nm0685066",tt0036389
Die Frau von vierzig Jahren,1925,Germany,nm0652650,April,1925,Germany,Richard-Oswald-Produktion,"nm0439188, nm0301146, nm0036324, nm0653288, nm0334490, nm0362501, nm0818421, nm0246842, nm0476535, nm0258768",tt0132174
Ombra e luce,1913,Italy,nm0624511,December,1913,Italy,Società Italiana Cines,"nm0381428, nm0526921, nm1294238, nm0626131",tt1031643
Una peccatrice,1918,Italy,nm0030748,September,1918,Italy,Polifilms,"nm1513704, nm0195221, nm2457065, nm0350524, nm0526921",tt0193393
Il richiamo del cuore,1930,USA,nm0759386,December,1930,Italy,Paramount Pictures,"nm0094529, nm0518352, nm0759474, nm0957867, nm0021926, nm0284881, nm0223997, nm0730611, nm1299072, nm0181747, nm0142765",tt0132474
Le gioie del focolare,1920,Italy,nm0624511,February,1920,Italy,Film d'Arte Italiana,"nm0137706, nm0144302, nm2675931, nm0172822, nm0312909, nm0414293",tt1041743
The Bachelor Father,1931,USA,nm0502752,January,1931,USA,"Cosmopolitan Productions, Metro-Goldwyn-Mayer (MGM)","nm0203836, nm0285391, nm0807580, nm0001537, nm0930711, nm0868456, nm0515967, nm0636199, nm0702947, nm0387561, nm0614936, nm0330280, nm0020568, nm0209740",tt0021633
La divetta del reggimento,1916,Italy,nm0143333,June,1916,Spain,Società Italiana Cines,"nm0143332, nm0302942, nm0350524",tt0455435
Il gattino bigio,1915,Italy,,February,1915,Italy,Società Italiana Cines,"nm0137706, nm1271564, nm0350524",tt1045097
Messalina,1924,Italy,nm0345500,January,1924,Finland,Guazzoni Film,"nm0209740, nm0078343, nm0090548, nm0144663, nm0193763, nm0561489, nm1189302, nm0304989, nm0427139, nm0557831, nm0847790, nm0855870, nm0873732, nm0953131",tt0013388
Eine Frau von Format,1928,Germany,nm0920853,December,1928,Finland,Terra-Filmkunst,"nm0160130, nm0503997, nm0858160, nm0308460, nm0382357, nm0439188, nm0911133",tt0258588
Casanova,1927,"France, Germany",nm0901502,,1927,Germany,"Ciné-Alliance, Deulig Europa-Produktion, Société des Cinéromans","nm0610620, nm0080572, nm0439188, nm0432041, nm0209740, nm0462516, nm8348921, nm8348923, nm0098804, nm0206534, nm0213937, nm8348926, nm0227329, nm0289907, nm0346808, nm0459030, nm0483896, nm0514027, nm8348920, nm8348922, nm8348924, nm8348918, nm0800302, nm8348925, nm0853724, nm8348919, nm1283341",tt0017736
Sofia di Kravonia,1916,Italy,nm0664700,November,1916,Italy,"Pasquali e C., Vay-Film","nm0274034, nm0439188, nm0850499",tt1587274
Il campanaro della cattedrale,1920,Italy,nm0320488,March,1920,Italy,Circe Film,"nm1522679, nm0142821, nm0142823, nm0762718",tt0929411
L'agguato,1915,Italy,nm0957995,January,1915,Italy,Milano Film,"nm0032106, nm0131145, nm0212191, nm0381428, nm0667546",tt1062220
Il romanzo di Milly,1923,Italy,nm0142822,December,1923,Italy,Circe Film,"nm0100445, nm1522679, nm0762718",tt0927144
Fernanda,1917,Italy,nm0784988,March,1917,Italy,Caesar Film,"nm0070962, nm0207107, nm0350524, nm0723236, nm0784988, nm1273312",tt1045087
Il focolare domestico,1914,Italy,nm0654581,January,1914,Italy,Savoia Film,"nm2674420, nm0414294, nm0518359, nm0626131, nm0971245",tt1041736
Papà,1915,Italy,nm0654581,April,1915,Italy,Società Italiana Cines,"nm0579618, nm0637019, nm0682204, nm0697512, nm0749431, nm2553775",tt0963324
Divorziamo,1919,Italy,,,,,,nm0381428,tt1031572
Gli abitatori delle fogne,1914,Italy,nm1156070,October,1914,Italy,Pasquali e C.,"nm0139215, nm1523227, nm0414294, nm0784988",tt1041682
L'onta nascosta,1913,Italy,,February,1913,Italy,Savoia Film,"nm2557773, nm1292464, nm0414294, nm0518359, nm2667814",tt1041810
Non si scherza con l'amore,1912,Italy,,August,1912,Italy,Società Italiana Cines,"nm1014493, nm2711497, nm0414293, nm1032488, nm0784988",tt1041803
Lilly e Lillette o l'arte di farsi amare,1921,Italy,nm0952610,July,1921,Italy,Lombardo Film,"nm0350524, nm0487727, nm0650750, nm0718580, nm1912997",tt0457992
Idillio tragico,1922,Italy,nm0712304,March,1922,Italy,Medusa Film,"nm0538729, nm0872195, nm1300488, nm1301222, nm0500846, nm0682204, nm2531602, nm0209740, nm2304381, nm2492357",tt0956157
La ferita,1920,Italy,nm0730743,,,,,"nm0078116, nm1267810, nm1286919, nm1292202, nm2441209, nm2488541, nm0688230, nm1252987, nm1146178",tt0172444
Romanzo,1956,Italy,nm0195371,,1956,,RAI Radiotelevisione Italiana,"nm0655833, nm0137567, nm0051736, nm9147268, nm0109266, nm0137708, nm0182904, nm0232232, nm9147269, nm0535489, nm0599341, nm4334503, nm0728949, nm0744196, nm0764369, nm9147270, nm1242308",tt7162424
L'articolo IV,1918,Italy,nm0726729,April,1918,Portugal,Tiber-film,"nm0138479, nm0144302, nm0352120, nm0414294, nm0553335, nm0819010",tt0263069
